step,timestamp,action,price,shares,reward,transaction_cost,slippage,time_penalty
35108,2023-07-03 14:51:23.573452874,2,192.08,126.0,-0.15458019102149878,0.12699109102150788,0.009999999999990905,0.0175891
35110,2023-07-03 14:51:23.573481867,2,192.09,90.0,-0.05415800464463453,0.03591850464463453,0.0,0.0182395
35111,2023-07-03 14:51:23.573481867,2,192.09,75.0,-0.22300648151060765,0.20476698151060765,0.0,0.0182395
35115,2023-07-03 14:51:23.575465391,1,192.08,222.0,-0.28237128204300666,0.25398218204301576,0.009999999999990905,0.0183891
35117,2023-07-03 14:51:23.587871075,1,192.08,209.0,-0.28145628204300666,0.25398218204301576,0.009999999999990905,0.0174741
35118,2023-07-03 14:51:23.794598937,1,192.07,160.0,-0.2804175820430351,0.25398218204301576,0.010000000000019327,0.0164354
35119,2023-07-03 14:51:23.845220905,1,192.07,96.0,-0.0518325182043209,0.025398218204301576,0.010000000000019327,0.0164343
35121,2023-07-03 14:51:26.580715046,2,192.07,99.0,-0.24198252786782648,0.21551102786780715,0.010000000000019327,0.0164715
35123,2023-07-03 14:51:26.580765903,1,192.07,139.0,-0.10271425461292405,0.07619465461290473,0.010000000000019327,0.0165196
35124,2023-07-03 14:51:26.681218348,2,192.06,140.0,-0.07075040435156202,0.04399100435157111,0.009999999999990905,0.0167594
35127,2023-07-03 14:51:26.798688629,2,192.05,232.0,-0.2698601148764165,0.2327785148764347,0.01999999999998181,0.0170816
35129,2023-07-03 14:51:26.798688629,1,192.05,156.0,-0.1640726910214897,0.12699109102150788,0.01999999999998181,0.0170816
35131,2023-07-03 14:51:26.798688629,1,192.05,57.0,-0.29106378204299754,0.25398218204301576,0.01999999999998181,0.0170816
35132,2023-07-03 14:51:26.798688629,1,192.05,164.0,-0.29106378204299754,0.25398218204301576,0.01999999999998181,0.0170816
35133,2023-07-03 14:51:27.775487602,2,192.06,72.0,-0.05235070464463453,0.03591850464463453,0.0,0.0164322
35134,2023-07-03 14:51:27.775538953,2,192.06,103.0,-0.2679066325124417,0.25142953251244166,0.0,0.0164771
35135,2023-07-03 14:51:27.944042264,2,192.05,171.0,-0.07725393640859406,0.05079643640860315,0.009999999999990905,0.0164575
35136,2023-07-03 14:51:28.613658405,1,192.06,125.0,-0.27068168204301574,0.25398218204301576,0.0,0.0166995
35138,2023-07-03 14:51:28.835147819,1,192.05,113.0,-0.28060868204300665,0.25398218204301576,0.009999999999990905,0.0166265
35140,2023-07-03 14:51:28.970172328,2,192.04,193.0,-0.18703783607110874,0.16063243607108943,0.010000000000019327,0.0164054
35143,2023-07-03 14:51:28.970358818,1,192.04,226.0,-0.0525897182043209,0.025398218204301576,0.010000000000019327,0.0171915
35144,2023-07-03 14:51:28.970358818,1,192.04,80.0,-0.0525897182043209,0.025398218204301576,0.010000000000019327,0.0171915
35147,2023-07-03 14:51:28.971293202,1,192.04,110.0,-0.2134512522572041,0.1967337522572041,0.0,0.0167175
35149,2023-07-03 14:51:29.369390973,2,192.03,138.0,-0.27046368204301574,0.25398218204301576,0.0,0.0164815
35150,2023-07-03 14:51:31.937890347,2,192.02,63.0,-0.28053288204300664,0.25398218204301576,0.009999999999990905,0.0165507
35151,2023-07-03 14:51:31.937890347,2,192.02,151.0,-0.28053288204300664,0.25398218204301576,0.009999999999990905,0.0165507
35152,2023-07-03 14:51:32.350524397,1,192.02,197.0,-0.28061098204300666,0.25398218204301576,0.009999999999990905,0.0166288
35153,2023-07-03 14:51:32.350524397,1,192.02,175.0,-0.28061098204300666,0.25398218204301576,0.009999999999990905,0.0166288
35154,2023-07-03 14:51:32.350660341,1,192.02,89.0,-0.28041618204300667,0.25398218204301576,0.009999999999990905,0.016434
35158,2023-07-03 14:51:32.350748366,2,192.02,165.0,-0.05242090464463453,0.03591850464463453,0.0,0.0165024
35159,2023-07-03 14:51:32.446426605,1,192.02,160.0,-0.38568864644633616,0.35918504644634525,0.009999999999990905,0.0165036
35160,2023-07-03 14:51:32.446426605,1,192.02,60.0,-0.28048578204300667,0.25398218204301576,0.009999999999990905,0.0165036
35167,2023-07-03 14:51:32.486667989,2,192.01,60.0,-0.28088998204303506,0.25398218204301576,0.010000000000019327,0.0169078
35173,2023-07-03 14:51:34.526540456,1,192.04,79.0,-0.12725576649854564,0.11070826649854565,0.0,0.0165475
35181,2023-07-03 14:51:38.194002644,1,192.03,168.0,-0.2807910820430067,0.25398218204301576,0.009999999999990905,0.0168089
35182,2023-07-03 14:51:38.194002644,2,192.03,162.0,-0.15379999102149877,0.12699109102150788,0.009999999999990905,0.0168089
35186,2023-07-03 14:51:41.119799956,1,192.01,55.0,-0.3875089464463646,0.35918504644634525,0.010000000000019327,0.0183239
35190,2023-07-03 14:51:43.567486912,2,192.01,102.0,-0.2560318113272376,0.23960631132723764,0.0,0.0164255
35191,2023-07-03 14:51:43.803313569,2,192.02,139.0,-0.041865818204301575,0.025398218204301576,0.0,0.0164676
35192,2023-07-03 14:51:47.238305426,1,192.01,149.0,-0.0518248182043209,0.025398218204301576,0.010000000000019327,0.0164266
35193,2023-07-03 14:51:48.238145458,1,192.0,215.0,-0.09367156911272637,0.06719736911273545,0.009999999999990905,0.0164742
35196,2023-07-03 14:51:48.942505670,1,192.0,91.0,-0.06361520464462543,0.03591850464463453,0.009999999999990905,0.0176967
35197,2023-07-03 14:51:48.942505670,1,192.0,90.0,-0.10801291803553562,0.08031621803554471,0.009999999999990905,0.0176967
35201,2023-07-03 14:51:48.942505670,1,192.0,83.0,-0.10801291803553562,0.08031621803554471,0.009999999999990905,0.0176967
35203,2023-07-03 14:51:48.942505670,1,192.0,150.0,-0.05232261820429248,0.025398218204301576,0.009999999999990905,0.0169244
35208,2023-07-03 14:51:48.942536363,2,192.0,108.0,-0.05245581820429248,0.025398218204301576,0.009999999999990905,0.0170576
35210,2023-07-03 14:51:48.942536363,1,192.0,188.0,-0.28103978204300667,0.25398218204301576,0.009999999999990905,0.0170576
35211,2023-07-03 14:51:48.942536363,1,192.0,171.0,-0.10325225461289564,0.07619465461290473,0.009999999999990905,0.0170576
35213,2023-07-03 14:51:48.951226370,1,191.99,227.0,-0.2804726820430067,0.25398218204301576,0.009999999999990905,0.0164905
35215,2023-07-03 14:51:48.951257274,2,191.99,139.0,-0.062485504644625434,0.03591850464463453,0.009999999999990905,0.016567
35218,2023-07-03 14:51:51.007568456,1,191.97,143.0,-0.05187491820429248,0.025398218204301576,0.009999999999990905,0.0164767
35219,2023-07-03 14:51:51.009493253,2,191.97,59.0,-0.27046998204301576,0.25398218204301576,0.0,0.0164878
35221,2023-07-03 14:51:51.516563706,2,191.97,98.0,-0.18713403607108034,0.16063243607108943,0.009999999999990905,0.0165016
35222,2023-07-03 14:51:52.903661985,2,191.98,76.0,-0.2811942820430351,0.25398218204301576,0.010000000000019327,0.0172121
35226,2023-07-03 14:51:52.903661985,2,191.98,48.0,-0.3863971464463646,0.35918504644634525,0.010000000000019327,0.0172121
35227,2023-07-03 14:51:52.903661985,2,191.98,145.0,-0.2811942820430351,0.25398218204301576,0.010000000000019327,0.0172121
35229,2023-07-03 14:51:53.328200874,2,191.98,59.0,-0.27050658204301575,0.25398218204301576,0.0,0.0165244
35232,2023-07-03 14:51:57.541780980,2,191.98,143.0,-0.14564300293690977,0.11912820293689044,0.010000000000019327,0.0165148
35233,2023-07-03 14:51:58.227626646,1,191.98,142.0,-0.28051368204303506,0.25398218204301576,0.010000000000019327,0.0165315
35235,2023-07-03 14:51:58.909391686,1,191.97,126.0,-0.28081878204300664,0.25398218204301576,0.009999999999990905,0.0168366
35237,2023-07-03 14:51:59.409846738,1,191.97,219.0,-0.28059118204300665,0.25398218204301576,0.009999999999990905,0.016609
35238,2023-07-03 14:51:59.862818569,2,191.975,141.0,-0.2754471820430112,0.25398218204301576,0.0049999999999954525,0.016465
35240,2023-07-03 14:52:00.711022815,1,191.97,93.0,-0.28103888204300664,0.25398218204301576,0.009999999999990905,0.0170567
35242,2023-07-03 14:52:00.711022815,2,191.97,208.0,-0.28103888204300664,0.25398218204301576,0.009999999999990905,0.0170567
35246,2023-07-03 14:52:01.580039663,1,191.96,188.0,-0.21004735608205544,0.18314915608206453,0.009999999999990905,0.0168982
35247,2023-07-03 14:52:01.982406727,2,191.95,144.0,-0.0523961182043209,0.025398218204301576,0.010000000000019327,0.0169979
35248,2023-07-03 14:52:01.982406727,1,191.95,126.0,-0.10731411803556404,0.08031621803554471,0.010000000000019327,0.0169979
35249,2023-07-03 14:52:01.982406727,1,191.95,70.0,-0.3861829464463646,0.35918504644634525,0.010000000000019327,0.0169979
35250,2023-07-03 14:52:01.982406727,1,191.95,116.0,-0.2809800820430351,0.25398218204301576,0.010000000000019327,0.0169979
35253,2023-07-03 14:52:02.810594010,1,191.94,98.0,-0.28069758204300665,0.25398218204301576,0.009999999999990905,0.0167154
35256,2023-07-03 14:52:02.997096024,2,191.94,160.0,-0.23654452175785554,0.21995502175785553,0.0,0.0165895
35259,2023-07-03 14:52:03.104082684,1,191.95,140.0,-0.27070508204301574,0.25398218204301576,0.0,0.0167229
35261,2023-07-03 14:52:03.104082684,1,191.95,127.0,-0.23667792175785551,0.21995502175785553,0.0,0.0167229
35267,2023-07-03 14:52:03.745171230,2,191.95,121.0,-0.06262610464465386,0.03591850464463453,0.010000000000019327,0.0167076
35268,2023-07-03 14:52:04.290736152,1,191.955,169.0,-0.1352163848243774,0.11358428482438193,0.0049999999999954525,0.0166321
35272,2023-07-03 14:52:06.172225221,2,191.96,49.0,-0.2706601820430158,0.25398218204301576,0.0,0.016678
35273,2023-07-03 14:52:06.172225221,2,191.96,56.0,-0.2706601820430158,0.25398218204301576,0.0,0.016678
35276,2023-07-03 14:52:06.172270889,1,191.96,136.0,-0.21481992742165779,0.18835822742166689,0.009999999999990905,0.0164617
35279,2023-07-03 14:52:06.176240324,1,191.97,192.0,-0.28047538204300665,0.25398218204301576,0.009999999999990905,0.0164932
35280,2023-07-03 14:52:06.176859249,1,191.97,170.0,-0.28070098204300664,0.25398218204301576,0.009999999999990905,0.0167188
35281,2023-07-03 14:52:06.176859249,2,191.97,124.0,-0.28070098204300664,0.25398218204301576,0.009999999999990905,0.0167188
35283,2023-07-03 14:52:06.176859249,1,191.97,190.0,-0.26766745410662507,0.24094865410663419,0.009999999999990905,0.0167188
35284,2023-07-03 14:52:06.176859249,2,191.97,111.0,-0.2608788018705748,0.2341600018705839,0.009999999999990905,0.0167188
35287,2023-07-03 14:52:06.220955953,2,191.98,122.0,-0.09262905461290473,0.07619465461290473,0.0,0.0164344
35288,2023-07-03 14:52:06.281474664,1,191.98,171.0,-0.0518189182043209,0.025398218204301576,0.010000000000019327,0.0164207
35289,2023-07-03 14:52:06.281878967,1,191.98,212.0,-0.2804411820430351,0.25398218204301576,0.010000000000019327,0.016459
35290,2023-07-03 14:52:07.553821561,2,191.975,161.0,-0.28543338204303054,0.25398218204301576,0.01500000000001478,0.0164512
35292,2023-07-03 14:52:08.378892168,2,191.97,105.0,-0.13139443635881162,0.10471953635882071,0.009999999999990905,0.0166749
35296,2023-07-03 14:52:08.440819291,1,191.97,102.0,-0.36819317918620786,0.341698079186217,0.009999999999990905,0.0164951
35297,2023-07-03 14:52:08.452520764,2,191.96,71.0,-0.2805673820430067,0.25398218204301576,0.009999999999990905,0.0165852
35298,2023-07-03 14:52:10.752315992,1,191.955,148.0,-0.2754744820430112,0.25398218204301576,0.0049999999999954525,0.0164923
35299,2023-07-03 14:52:14.787135184,2,191.96,122.0,-0.27054718204301575,0.25398218204301576,0.0,0.016565
35300,2023-07-03 14:52:14.787135184,2,191.96,91.0,-0.3094715412342153,0.2929065412342153,0.0,0.016565
35302,2023-07-03 14:52:14.787931228,1,191.96,148.0,-0.19239011740628445,0.17596401740628445,0.0,0.0164261
35303,2023-07-03 14:52:14.788015771,1,191.96,119.0,-0.29714248925980846,0.28053248925980845,0.0,0.01661
35304,2023-07-03 14:52:14.788015771,1,191.96,153.0,-0.17923794657157166,0.16262794657157165,0.0,0.01661
35308,2023-07-03 14:52:14.788613862,2,191.96,131.0,-0.5678162046384878,0.5512057046384878,0.0,0.0166105
35312,2023-07-03 14:52:16.683831808,1,191.96,124.0,-0.2706852820430158,0.25398218204301576,0.0,0.0167031
35316,2023-07-03 14:52:16.784315216,2,191.97,198.0,-0.32555776005892756,0.30898266005892755,0.0,0.0165751
35317,2023-07-03 14:52:16.784315216,2,191.97,96.0,-0.04197331820430157,0.025398218204301576,0.0,0.0165751
35318,2023-07-03 14:52:16.784322271,2,191.97,204.0,-0.28060478204300665,0.25398218204301576,0.009999999999990905,0.0166226
35319,2023-07-03 14:52:17.791460924,2,191.98,190.0,-0.27065908204301575,0.25398218204301576,0.0,0.0166769
35320,2023-07-03 14:52:17.791460924,2,191.98,202.0,-0.20503512742166688,0.18835822742166689,0.0,0.0166769
35322,2023-07-03 14:52:18.418520945,2,191.99,188.0,-0.1868376272365729,0.1703764272365729,0.0,0.0164612
35324,2023-07-03 14:52:18.453445587,1,191.99,176.0,-0.2711503820430158,0.25398218204301576,0.0,0.0171682
35326,2023-07-03 14:52:18.453445587,1,192.0,191.0,-0.14415929102150787,0.12699109102150788,0.0,0.0171682
35328,2023-07-03 14:52:18.453445587,1,192.0,73.0,-0.19313221740628445,0.17596401740628445,0.0,0.0171682
35331,2023-07-03 14:52:19.268785310,1,191.97,107.0,-0.28068368204300664,0.25398218204301576,0.009999999999990905,0.0167015
35333,2023-07-03 14:52:19.268785310,1,191.975,85.0,-0.2756836820430112,0.25398218204301576,0.0049999999999954525,0.0167015
35334,2023-07-03 14:52:19.268785310,2,191.975,94.0,-0.2756836820430112,0.25398218204301576,0.0049999999999954525,0.0167015
35335,2023-07-03 14:52:21.002907731,2,191.97,51.0,-0.28046218204300666,0.25398218204301576,0.009999999999990905,0.01648
35336,2023-07-03 14:52:21.463380166,2,191.96,87.0,-0.5844149241219097,0.5679214241219096,0.0,0.0164935
35339,2023-07-03 14:52:22.997037507,2,191.975,194.0,-0.14323807550015993,0.12180557550016448,0.0049999999999954525,0.0164325
35341,2023-07-03 14:52:24.009091335,1,191.97,200.0,-0.23747014541144265,0.21097344541145174,0.009999999999990905,0.0164967
35345,2023-07-03 14:52:27.002625865,2,191.96,191.0,-0.28107768204300665,0.25398218204301576,0.009999999999990905,0.0170955
35346,2023-07-03 14:52:27.002625865,1,191.96,226.0,-0.09893250928925997,0.07183700928926906,0.009999999999990905,0.0170955
35348,2023-07-03 14:52:27.002625865,2,191.96,67.0,-0.05249371820429248,0.025398218204301576,0.009999999999990905,0.0170955
35353,2023-07-03 14:52:27.011912047,1,191.96,183.0,-0.28042758204300666,0.25398218204301576,0.009999999999990905,0.0164454
35355,2023-07-03 14:52:27.035001632,1,191.965,169.0,-0.2754579820430112,0.25398218204301576,0.0049999999999954525,0.0164758
35357,2023-07-03 14:52:27.067307450,1,191.96,143.0,-0.2536030696487548,0.22716856964876386,0.009999999999990905,0.0164345
35359,2023-07-03 14:52:27.454070008,1,191.96,69.0,-0.07060020435156202,0.04399100435157111,0.009999999999990905,0.0166092
35363,2023-07-03 14:52:27.466362933,1,191.955,65.0,-0.24292403299708676,0.2214165329970913,0.0049999999999954525,0.0165075
35366,2023-07-03 14:52:29.411529105,2,191.96,90.0,-0.2704321820430158,0.25398218204301576,0.0,0.01645
35367,2023-07-03 14:52:29.787344698,2,191.95,137.0,-0.19574782025450416,0.16847272025448481,0.010000000000019327,0.0172751
35369,2023-07-03 14:52:29.787344698,2,191.95,125.0,-0.052673318204320904,0.025398218204301576,0.010000000000019327,0.0172751
35374,2023-07-03 14:52:29.787344698,2,191.95,88.0,-0.38646014644636456,0.35918504644634525,0.010000000000019327,0.0172751
35375,2023-07-03 14:52:29.937029603,1,191.95,182.0,-0.12815017281722563,0.1015928728172063,0.010000000000019327,0.0165573
35381,2023-07-03 14:52:31.967907703,1,191.95,143.0,-1.029230750133647,1.012430450133647,0.0,0.0168003
35382,2023-07-03 14:52:31.970128339,2,191.96,56.0,-0.8589716012724241,0.8423636012724242,0.0,0.016608
35384,2023-07-03 14:52:31.970158971,1,191.96,189.0,-0.4109417763773092,0.39428637637730923,0.0,0.0166554
35385,2023-07-03 14:52:31.970162751,2,191.96,178.0,-0.6526209723905227,0.6359705723905228,0.0,0.0166504
35389,2023-07-03 14:52:31.970178617,2,191.96,157.0,-0.2260279727176414,0.20943907271764142,0.0,0.0165889
35390,2023-07-03 14:52:31.970178617,2,191.96,168.0,-0.1602629185785381,0.14367401857853812,0.0,0.0165889
35392,2023-07-03 14:52:32.318368845,1,191.97,52.0,-0.27044458204301575,0.25398218204301576,0.0,0.0164624
35395,2023-07-03 14:52:32.318392502,1,191.97,140.0,-0.2710132820430158,0.25398218204301576,0.0,0.0170311
35403,2023-07-03 14:52:33.010028447,1,191.97,50.0,-0.05225601820429248,0.025398218204301576,0.009999999999990905,0.0168578
35405,2023-07-03 14:52:33.097938263,1,191.96,107.0,-0.1886864968449926,0.1722590968449926,0.0,0.0164274
35406,2023-07-03 14:52:33.097949202,1,191.96,191.0,-0.35670820046886237,0.33980500046886236,0.0,0.0169032
35408,2023-07-03 14:52:33.219401716,2,191.97,120.0,-0.05191641820429248,0.025398218204301576,0.009999999999990905,0.0165182
35410,2023-07-03 14:52:34.052861859,2,191.98,113.0,-0.1181421728172063,0.1015928728172063,0.0,0.0165493
35411,2023-07-03 14:52:34.199239230,2,191.98,143.0,-0.2804644820430351,0.25398218204301576,0.010000000000019327,0.0164823
35414,2023-07-03 14:52:34.648432619,2,191.985,126.0,-0.2755245820430112,0.25398218204301576,0.0049999999999954525,0.0165424
35418,2023-07-03 14:52:35.097524820,1,192.0,92.0,-0.04300221820430158,0.025398218204301576,0.0,0.017604
35420,2023-07-03 14:52:35.097524820,2,192.0,158.0,-0.04300221820430158,0.025398218204301576,0.0,0.017604
35423,2023-07-03 14:52:35.175680799,1,192.0,193.0,-0.38563374644633613,0.35918504644634525,0.009999999999990905,0.0164487
35425,2023-07-03 14:52:36.197834256,2,191.99,168.0,-0.30954138839457296,0.2828225883945821,0.009999999999990905,0.0167188
35426,2023-07-03 14:52:36.197834256,2,191.99,117.0,-0.28070098204300664,0.25398218204301576,0.009999999999990905,0.0167188
35427,2023-07-03 14:52:39.002585755,2,191.99,59.0,-0.257876679978894,0.23138877997890311,0.009999999999990905,0.0164879
35429,2023-07-03 14:52:39.110885907,2,191.98,59.0,-0.38583504644636457,0.35918504644634525,0.010000000000019327,0.01665
35430,2023-07-03 14:52:39.341891801,1,191.98,173.0,-0.2478621799789031,0.23138877997890311,0.0,0.0164734
35431,2023-07-03 14:52:39.564707010,2,192.0,73.0,-0.27060458204301574,0.25398218204301576,0.0,0.0166224
35434,2023-07-03 14:52:39.624553202,2,192.01,194.0,-0.09719181803554472,0.08031621803554471,0.0,0.0168756
35435,2023-07-03 14:52:39.624553202,2,192.01,117.0,-0.30196989226506415,0.28509429226506416,0.0,0.0168756
35437,2023-07-03 14:52:39.627121083,2,192.01,110.0,-0.5244182640860315,0.5079643640860315,0.0,0.0164539
35438,2023-07-03 14:52:39.627168975,1,192.01,109.0,-0.2478108799789031,0.23138877997890311,0.0,0.0164221
35439,2023-07-03 14:52:39.627560455,1,192.01,166.0,-0.5186871535763249,0.5022172535763249,0.0,0.0164699
35440,2023-07-03 14:52:39.629937709,2,192.01,105.0,-0.3417137931431433,0.3252558931431433,0.0,0.0164579
35441,2023-07-03 14:52:39.656973282,2,192.01,158.0,-0.8823919378246731,0.865777537824673,0.0,0.0166144
35442,2023-07-03 14:52:39.656973282,2,192.01,70.0,-0.04201261820430158,0.025398218204301576,0.0,0.0166144
35443,2023-07-03 14:52:39.656973282,1,192.01,202.0,-0.27059658204301573,0.25398218204301576,0.0,0.0166144
35444,2023-07-03 14:52:41.298088521,1,192.03,164.0,-0.052841904644634535,0.03591850464463453,0.0,0.0169234
35447,2023-07-03 14:52:41.298585377,1,192.03,88.0,-0.27043748204301576,0.25398218204301576,0.0,0.0164553
35448,2023-07-03 14:52:41.298824174,2,192.03,62.0,-0.27044698204301576,0.25398218204301576,0.0,0.0164648
35449,2023-07-03 14:52:41.306918312,2,192.025,142.0,-0.27548258204301124,0.25398218204301576,0.0049999999999954525,0.0165004
35451,2023-07-03 14:52:42.348082454,2,192.02,179.0,-0.14375379102150787,0.12699109102150788,0.0,0.0167627
35453,2023-07-03 14:52:42.586045371,2,192.025,73.0,-0.12311727804101863,0.09157457804103226,0.014999999999986358,0.0165427
35458,2023-07-03 14:52:45.937120168,2,192.01,103.0,-0.10682031803556405,0.08031621803554471,0.010000000000019327,0.0165041
35462,2023-07-03 14:52:48.901555654,1,192.02,140.0,-0.05200671820429248,0.025398218204301576,0.009999999999990905,0.0166085
35468,2023-07-03 14:52:50.192856401,1,192.03,128.0,-0.21018496713718307,0.19342706713718308,0.0,0.0167579
35470,2023-07-03 14:52:53.546208945,1,192.01,82.0,-0.2807074820430351,0.25398218204301576,0.010000000000019327,0.0167253
35473,2023-07-03 14:52:55.179525140,1,192.02,118.0,-0.13010188482438192,0.11358428482438193,0.0,0.0165176
35474,2023-07-03 14:52:56.453077314,1,192.005,114.0,-0.2773455820430112,0.25398218204301576,0.0049999999999954525,0.0183634
35476,2023-07-03 14:52:56.453196870,2,192.01,212.0,-0.2148748522572041,0.1967337522572041,0.0,0.0181411
35478,2023-07-03 14:52:56.495630616,2,192.0,109.0,-0.24676932175784644,0.21995502175785553,0.009999999999990905,0.0168143
35482,2023-07-03 14:52:56.590705025,2,191.99,167.0,-0.0887950749763966,0.062212674976405695,0.009999999999990905,0.0165824
35483,2023-07-03 14:52:56.634796021,1,191.99,201.0,-0.26744545410662507,0.24094865410663419,0.009999999999990905,0.0164968
35484,2023-07-03 14:52:58.502880864,1,192.0,216.0,-0.2804705820430067,0.25398218204301576,0.009999999999990905,0.0164884
35486,2023-07-03 14:52:59.002934289,2,191.99,92.0,-0.2809066820430067,0.25398218204301576,0.009999999999990905,0.0169245
35487,2023-07-03 14:52:59.002934289,1,191.99,120.0,-0.1513498499528023,0.12442534995281139,0.009999999999990905,0.0169245
35490,2023-07-03 14:52:59.042046678,1,191.985,191.0,-0.2650921510003244,0.24361115100032896,0.0049999999999954525,0.016481
35495,2023-07-03 14:53:00.458409035,2,191.985,171.0,-0.07825284241218641,0.056792142412190966,0.0049999999999954525,0.0164607
35499,2023-07-03 14:53:01.767147826,1,191.98,186.0,-0.2807442820430351,0.25398218204301576,0.010000000000019327,0.0167621
35500,2023-07-03 14:53:01.767147826,2,191.98,45.0,-0.052160318204320905,0.025398218204301576,0.010000000000019327,0.0167621
35501,2023-07-03 14:53:01.767147826,2,191.98,204.0,-0.259540614876454,0.2327785148764347,0.010000000000019327,0.0167621
35503,2023-07-03 14:53:01.767150377,2,191.98,51.0,-0.12826777281722562,0.1015928728172063,0.010000000000019327,0.0166749
35506,2023-07-03 14:53:01.767203105,2,191.98,190.0,-0.12482017612862138,0.09836687612860205,0.010000000000019327,0.0164533
35508,2023-07-03 14:53:03.725292937,1,191.98,54.0,-0.6387602497640569,0.6221267497640569,0.0,0.0166335
35510,2023-07-03 14:53:04.449289794,2,191.985,113.0,-0.16062087030933872,0.13911177030934327,0.0049999999999954525,0.0165091
35513,2023-07-03 14:53:05.694792525,2,191.99,223.0,-0.27116898204301576,0.25398218204301576,0.0,0.0171868
35516,2023-07-03 14:53:05.694992076,1,191.99,194.0,-1.5865621773408174,1.5687383773408174,0.0,0.0178238
35517,2023-07-03 14:53:05.695007313,2,191.99,183.0,-0.12622857612859295,0.09836687612860205,0.009999999999990905,0.0178617
35519,2023-07-03 14:53:05.695225513,2,191.99,183.0,-0.2810885820430067,0.25398218204301576,0.009999999999990905,0.0171064
35520,2023-07-03 14:53:05.697252823,1,191.99,203.0,-0.28049098204300665,0.25398218204301576,0.009999999999990905,0.0165088
35524,2023-07-03 14:53:06.017333846,2,191.97,189.0,-0.14067578482437285,0.11358428482438193,0.009999999999990905,0.0170915
35525,2023-07-03 14:53:06.017333846,1,191.97,67.0,-0.14067578482437285,0.11358428482438193,0.009999999999990905,0.0170915
35527,2023-07-03 14:53:06.017333846,2,191.97,128.0,-0.09892850928925996,0.07183700928926906,0.009999999999990905,0.0170915
35529,2023-07-03 14:53:07.287583744,2,191.96,176.0,-0.27814733251243257,0.25142953251244166,0.009999999999990905,0.0167178
35530,2023-07-03 14:53:07.402288691,2,191.96,78.0,-0.08330544241218188,0.056792142412190966,0.009999999999990905,0.0165133
35531,2023-07-03 14:53:07.402288691,1,191.96,202.0,-0.06243180464462544,0.03591850464463453,0.009999999999990905,0.0165133
35534,2023-07-03 14:53:09.096248920,1,191.95,63.0,-0.10749911803556404,0.08031621803554471,0.010000000000019327,0.0171829
35538,2023-07-03 14:53:09.106428529,2,191.94,98.0,-0.28586182046843345,0.2590120204684425,0.009999999999990905,0.0168498
35540,2023-07-03 14:53:10.471222072,2,191.95,76.0,-0.20725662322319194,0.17959252322317262,0.010000000000019327,0.0176641
35542,2023-07-03 14:53:10.471222072,2,191.95,182.0,-0.2716462820430158,0.25398218204301576,0.0,0.0176641
35544,2023-07-03 14:53:10.471222072,1,191.95,228.0,-0.7360341928926905,0.7183700928926905,0.0,0.0176641
35548,2023-07-03 14:53:10.471222072,1,191.94,148.0,-0.27116038204301574,0.25398218204301576,0.0,0.0171782
35552,2023-07-03 14:53:10.471222072,1,191.95,87.0,-0.14416929102150788,0.12699109102150788,0.0,0.0171782
35557,2023-07-03 14:53:10.474701672,1,191.955,106.0,-0.2760021820430112,0.25398218204301576,0.0049999999999954525,0.01702
35558,2023-07-03 14:53:10.474701672,2,191.96,95.0,-0.1440110910215079,0.12699109102150788,0.0,0.01702
35560,2023-07-03 14:53:10.474733481,2,191.96,174.0,-0.2707100820430158,0.25398218204301576,0.0,0.0167279
35561,2023-07-03 14:53:11.389551657,2,191.96,68.0,-0.15841211305470423,0.13197301305471332,0.009999999999990905,0.0164391
35562,2023-07-03 14:53:11.457474578,2,191.965,135.0,-0.23697522786780262,0.21551102786780715,0.0049999999999954525,0.0164642
35564,2023-07-03 14:53:11.753674412,1,191.96,159.0,-0.28059278204300664,0.25398218204301576,0.009999999999990905,0.0166106
35565,2023-07-03 14:53:11.753674412,2,191.96,82.0,-0.15858361305470423,0.13197301305471332,0.009999999999990905,0.0166106
35566,2023-07-03 14:53:11.753808991,1,191.96,106.0,-0.08320224241218187,0.056792142412190966,0.009999999999990905,0.0164101
35577,2023-07-03 14:53:14.586442634,2,191.95,171.0,-0.11075776012726174,0.08423636012724241,0.010000000000019327,0.0165214
35579,2023-07-03 14:53:16.536650370,2,191.95,168.0,-0.2706793820430158,0.25398218204301576,0.0,0.0166972
35580,2023-07-03 14:53:16.536650370,1,191.95,145.0,-0.2706793820430158,0.25398218204301576,0.0,0.0166972
35582,2023-07-03 14:53:16.704090953,2,191.95,102.0,-0.25610741132723763,0.23960631132723764,0.0,0.0165011
35588,2023-07-03 14:53:17.715190998,1,191.93,219.0,-0.3861044464463361,0.35918504644634525,0.009999999999990905,0.0169194
35589,2023-07-03 14:53:17.715190998,1,191.93,228.0,-0.15391049102149879,0.12699109102150788,0.009999999999990905,0.0169194
35590,2023-07-03 14:53:17.715190998,1,191.93,114.0,-0.28090158204300664,0.25398218204301576,0.009999999999990905,0.0169194
35591,2023-07-03 14:53:17.734929956,1,191.935,112.0,-0.2753891820430112,0.25398218204301576,0.0049999999999954525,0.016407
35592,2023-07-03 14:53:17.915103070,2,191.94,75.0,-0.13002148482438192,0.11358428482438193,0.0,0.0164372
35595,2023-07-03 14:53:18.004172750,1,191.93,153.0,-0.24641492175784643,0.21995502175785553,0.009999999999990905,0.0164599
